,name,avg_viewers,time_streamed,all_time_peak_viewers,hours_watched,rank,follower_gained,total_followers,total_views
0,AMINEMATUE,34459,57.7,1155060,1990000.0,26,19700.0,2760000.0,14900000.0
1,KAMET0,19279,164.8,419458,3180000.0,28,5500.0,1890000.0,108000000
2,OTPLOL_,5954,718.8,204072,4280000.0,31,4300.0,741000,100000000.0
3,SQUEEZIE,28164,42.3,1340960,1190000.0,49,23700.0,5070000.0,66700000.0
4,JLTOMY,13935,145.9,261719,2029999.9999999998,61,9000.0,1270000.0,50300000.0
5,PAULETA_TWITCH,4394,574.0,42305,2520000.0,79,10300.0,627000,4530000.0
6,OMOFFICIAL,22160,6.7,76063,148000.0,109,31400.0,323000,9520000.0
7,KIDLONNI,16939,28.6,39052,485000.0,115,50000.0,197000,--
8,ZERATOR,8767,105.5,707071,924000.0,146,270.0,1560000.0,156000000
9,MASTERSNAKOU,6848,124.6,23357,853000.0,172,8600.0,708000,33800000.0
10,JEANMASSIET,9213,68.9,86784,635000.0,173,10000.0,252000,11500000.0
11,LOCKLEAR,7592,96.8,58905,735000.0,179,12200.0,2230000.0,64700000.0
12,WANKILSTUDIO,7384,94.5,32755,698000.0,192,12000.0,1270000.0,25500000.0
13,NIKOF,8861,50.0,49971,443000.0,213,4800.0,661000,9460000.0
14,SAMUELETIENNE,4872,160.3,84968,781000.0,218,39000.0,843000,9950000.0
15,BYILHANN,7798,64.9,27641,506000.0,221,54500.0,560000,--
16,GOTAGA,8781,40.5,405271,355000.0,249,4500.0,4350000.0,185000000
17,JOUEUR_DU_GRENIER,8089,51.3,181902,415000.0,250,2700.0,981000,22400000.0
18,ETOILES,5496,112.3,242237,617000.0,268,2100.0,1100000.0,44500000.0
19,TIKYJR,5137,126.4,34425,649000.0,269,2700.0,194000,513000
20,JOLAVANILLE,5225,119.7,26292,625000.0,279,9700.0,667000,15400000.0
21,CLEMOVITCH,8663,31.9,19407,276000.0,289,10600.0,124000,--
22,ANTOINEDANIEL,7236,50.5,74618,365000.0,305,102.0,1030000.0,37300000.0
23,DANYETRAZ,6823,53.0,15769,361000.0,318,6400.0,76900.0,2530000.0
24,DOMINGO,6285,60.3,204966,379000.0,329,2300.0,1790000.0,121000000
25,MISTERMV,6381,57.8,80340,369000.0,332,1200.0,885000,86100000.0
26,SARDOCHE,3006,217.9,146958,655000.0,341,3000.0,1250000.0,120000000
27,TRASHTALKFR,8958,8.8,28295,79100.0,352,1800.0,103000,643000
28,TOBIAS,4309,110.1,12160,474000.0,368,24100.0,455000,2280000.0
29,DOIGBY,7868,18.9,297748,149000.0,371,17400.0,1820000.0,31700000.0
30,SOLARYHS,1056,713.4,20855,753000.0,383,366.0,204000,57100000.0
31,PAPESAN,5093,74.5,32507,379000.0,387,11400.0,449000,741000
32,DVM_MEDJA,4113,90.5,59867,372000.0,445,20000.0,394000,6770000.0
33,CHOWH1,3533,120.0,59343,424000.0,447,934.0,809000,30400000.0
34,PONCE,3214,139.7,102442,449000.0,450,117.0,790000,60700000.0
35,WADELYTB,2082,262.4,6077,546000.0,455,39100.0,268000,--
36,VALORANT_FR,3561,114.2,18907,407000.0,461,8900.0,222000,8210000.000000001
37,TRAYTONLOL,3032,142.8,30487,433000.0,479,1600.0,205000,6130000.0
38,ALTAIR,2548,181.3,11981,462000.0,496,914.0,110000,14200000.0
39,FINALFANTASYXIV,7117,5.8,110317,41400.0,500,3100.0,351000,12000000.0
40,TONTON,2760,157.1,43194,434000.0,504,919.0,482000,37200000.0
41,HELYDIA,4713,52.5,24126,247000.0,509,56700.0,538000,--
42,MALCOLM__SERIE,2063,236.9,3845,489000.0,510,27900.0,27900.0,--
43,FUGU_FPS,4200,63.0,37301,265000.0,550,33100.0,534000,696000
44,SHISHEYU,2832,122.9,14233,348000.0,596,387.0,136000,7750000.0
45,MAGHLA,4253,47.9,36496,204000.0,611,7700.0,936000,25800000.0
46,AENOT,2271,152.5,13178,346000.0,659,4200.0,171000,1420000.0
47,SKYYART,2337,144.2,32577,337000.0,663,2200.0,864000,27300000.0
48,ALDERIATE,2481,124.9,48159,310000.0,684,703.0,449000,26900000.0
49,MYNTHOS,2495,118.6,20056,296000.0,697,918.0,280000,10400000.0
50,ALPHACAST,2624,97.1,52543,255000.0,750,620.0,623000,40900000.0
51,NISQYY,2272,125.7,20429,286000.0,752,4100.0,332000,6660000.0
52,KAYDOP,2450,102.1,50600,250000.0,794,2200.0,789000,18000000.0
53,XO_TRIXY,2418,101.0,10536,244000.0,816,8200.0,248000,5320000.0
54,CHAP_GG,2004,139.8,42505,280000.0,820,474.0,260000,5120000.0
55,FLAMBY,3081,55.8,16156,172000.0,840,34500.0,344000,1080000.0
56,KEMIST_C10H15N,1048,337.4,5317,354000.0,847,5100.0,36900.0,--
57,NICOTINE84,3210,48.8,11672,157000.0,848,38500.0,139000,--
58,SURA,1812,156.0,8468,283000.0,855,8800.0,136000,5280000.0
59,THEGUILL84,1831,152.5,17162,279000.0,860,3600.0,487000,14300000.0
60,BICHOUU_,4303,9.2,34148,39600.0,903,322.0,790000,17900000.0
61,HORTYUNDERSCORE,2709,57.2,17066,155000.0,983,2000.0,288000,3010000.0
62,LEFRENCHRESTREAM,1406,183.0,21441,257000.0,1043,511.0,73900.0,37400000.0
63,SIXENTV,1942,104.9,17237,204000.0,1054,2900.0,248000,5300000.0
64,HAKAIWRLD,1215,211.3,6638,257000.0,1098,1300.0,33800.0,--
65,TERRACID,1808,112.1,18290,203000.0,1099,4800.0,933000,12600000.0
66,GOBGG,1357,177.1,12890,240000.0,1108,1000.0,292000,33400000.0
67,LUDMYAA,1716,119.8,16608,206000.0,1117,14800.0,52300.0,--
68,WAKZLOL,1578,133.4,8059,210000.0,1148,1200.0,121000,--
69,IPROMX,2920,30.0,10405,87500.0,1151,1400.0,260000,3030000.0
70,HUGODELIRE,2905,29.9,11111,87000.0,1158,1500.0,245000,2370000.0
71,XARI,1963,86.3,53814,169000.0,1171,197.0,408000,20500000.0
72,MAXIMEBIAGGI,3160,18.7,187871,59000.0,1176,4000.0,680000,349000
73,LAINK,1665,116.5,38247,194000.0,1180,4200.0,784000,12900000.0
74,NORMANGENIUS,2842,28.8,17297,81800.0,1200,1900.0,80000.0,226000
75,JLMELENCHON,3362,9.2,12105,30900.0,1213,5300.0,114000,699000
76,KROLAY,1133,143.2,20862,162000.0,1602,358.0,123000,1610000.0
77,MGG_FR,1264,117.4,66855,148000.0,1610,1700.0,111000,2080000.0
78,MEHDOCHELIVE,1145,137.5,3517,157000.0,1619,2500.0,111000,1540000.0
79,DJILSI,2667,5.8,14627,15500.0,1641,4200.0,257000,--
80,ANKAMALIVE,2235,23.2,17691,51800.0,1666,2400.0,128000,2570000.0
81,TRIPLAXION,964,172.7,2846,166000.0,1670,482.0,24500.0,860000
82,BORISBECKER7,1847,45.2,4067,83500.0,1690,5500.0,38600.0,--
83,M4FGAMING,1571,68.8,10449,108000.0,1698,336.0,72100.0,4179999.9999999995
84,RAVUSSSSS,1148,124.0,27437,142000.0,1730,1700.0,225000,--
85,MRSIMPSONH,2358,13.7,3067,32200.000000000004,1732,2100.0,27200.0,--
86,KRL_STREAM,996,155.2,11826,155000.0,1744,610.0,83600.0,6860000.0
87,JIRAYALECOCHON,1589,63.0,126149,100000.0,1749,622.0,590000,11100000.0
88,TAHITIBART,770,222.0,3040,171000.0,1773,9300.0,9300.0,--
89,POTATOZYTB,2124,20.1,9366,42700.0,1818,1300.0,220000,1240000.0
90,LOCKNESS06,789,205.9,2694,162000.0,1833,7300.0,12900.0,--
91,YASSENCORE,2157,17.5,17211,37800.0,1836,317.0,322000,2350000.0
92,RICADAM_LOL,1889,32.6,15127,61600.0,1844,1900.0,165000,3300000.0
93,CROCODYLETV,1170,106.6,11433,125000.0,1874,423.0,234000,14600000.0
94,ORAXE,979,144.4,8590,141000.0,1879,598.0,134000,3100000.0
95,EXAKICKLOL,837,183.4,7716,153000.0,1884,2700.0,49100.0,556000
96,IDATER,950,149.5,4175,142000.0,1898,9800.0,154000,666000
97,KENNYSTREAM,1002,136.7,42598,137000.0,1904,575.0,368000,15100000.0
98,LINCA,1248,91.4,10849,114000.0,1909,2500.0,702000,3970000.0
99,IMSOFRESH,1097,115.4,38700,127000.0,1921,109.0,194000,15200000.0
100,THEGREATREVIEW,1645,46.4,11847,76300.0,1929,3700.0,131000,--
101,LESTWINS,1590,49.0,11365,77800.0,1958,1500.0,250000,904000
102,QASSIMIENTO,1188,94.4,5938,112000.0,1976,2600.0,62800.0,--
103,SEBJDG,2026,17.5,22598,35500.0,1977,756.0,166000,--
104,ANEYARIS_,926,144.4,4183,134000.0,1996,26900.0,204000,--
105,NASKIDLIVE,1757,32.8,12176,57600.0,2001,8800.0,78700.0,--
106,BLASTINFO,2191,7.7,3388,16800.0,2016,3200.0,17300.0,--
107,BAGHERAJONES,1931,20.8,32597,40200.0,2018,622.0,643000,6720000.0
108,SOLARY,1672,38.0,55973,63600.0,2019,511.0,697000,191000000
109,JOSPLAY,1107,103.2,6858,114000.0,2029,6300.0,223000,1500000.0
110,EUUHHH__,1632,40.0,2997,65300.0,2041,1200.0,77800.0,384000
111,DOFLA,1135,93.8,7796,106000.0,2089,2300.0,111000,2400000.0
112,LOW4N,783,176.5,13003,138000.0,2094,717.0,231000,13600000.0
113,ENKEO_,1207,81.0,5983,97700.0,2123,1900.0,66400.0,--
114,KILIRATV,1404,55.5,6763,77900.0,2144,2100.0,102000,917000
115,SOLARYFORTNITE,1137,87.8,175009,99800.0,2168,293.0,2220000.0,145000000
116,JUMPMAN23,486,326.1,5864,158000.0,2176,746.0,769,--
117,ULTIA,1013,108.2,26391,110000.0,2192,141.0,272000,15600000.0
118,BEYAZ,1098,91.6,9127,101000.0,2205,4000.0,110000,831000
119,ONUTREM,1243,70.0,16982,87000.0,2207,420.0,106000,1610000.0
120,DAMDAMLIVE,867,137.5,22769,119000.0,2227,706.0,179000,9880000.0
121,ZWAVE69,780,162.6,23850,127000.0,2231,3500.0,333000,13700000.0
122,TALMO,254,682.1,5864,173000.0,2251,41000.0,821000,782000
123,DRFEELGOOD,871,134.3,22702,117000.0,2252,58.0,302000,16700000.0
124,TATIANA_TV,1183,74.0,7982,87500.0,2268,3200.0,138000,--
125,SYLVAINLYVE,1899,10.6,25938,20100.0,2296,1700.0,175000,--
126,UN33D,928,116.2,10902,108000.0,2302,438.0,85300.0,3030000.0
127,AVAMIND,1348,51.3,16967,69100.0,2307,186.0,208000,7220000.0
128,AYPIERRE,1457,40.3,17055,58700.0,2311,2700.0,469000,15400000.0
129,OSTPOLITIK,1449,40.3,3159,58400.0,2328,1300.0,51300.0,--
130,BERLU,940,108.6,18264,102000.0,2358,170.0,57500.0,3020000.0
131,PHYZIKK,937,109.0,6715,102000.0,2361,1000.0,267000,2770000.0
132,MAHDIBA,1209,63.8,12792,77100.0,2368,2600.0,510000,2910000.0
133,NYNYHON,1170,68.8,3024,80600.0,2369,820.0,66100.0,832000
134,KENBOGARD,824,133.1,8219,110000.0,2393,1400.0,91100.0,3460000.0
135,RIVENZI,1181,65.2,93334,77000.0,2398,1200.0,258000,13800000.0
136,WAOLOL1,1354,43.4,18418,58800.0,2433,274.0,257000,3400000.0
137,WISSAM_XELKA,1507,29.6,2955,44600.0,2436,2100.0,17800.0,--
138,RANELLEBROWN,1136,67.7,1912,76800.0,2463,12500.0,35000.0,--
139,NATOO,1291,47.3,6575,61100.0,2484,13400.0,48000.0,--
140,ROBERT87000,956,95.7,9321,91500.0,2486,544.0,270000,4019999.9999999995
141,VATIRA_,1843,5.5,12874,10200.0,2492,806.0,93600.0,--
142,BLITZSTREAM,996,86.7,17792,86300.0,2507,360.0,191000,27700000.0
143,PUNKILL,765,138.9,3436,106000.0,2520,2500.0,221000,1410000.0
144,MONTEDELINGUISTICAE,1390,35.1,7432,48700.0,2531,1500.0,46500.0,494000
145,SIR_THOMAS_,1103,67.4,3781,74300.0,2537,482.0,174000,14900000.0
146,TWINCYTV,707,155.8,4963,110000.0,2539,1100.0,118000,2810000.0
147,LYEGAIA,904,101.8,5077,92000.0,2547,1300.0,126000,2460000.0
148,KAELLYN,805,124.3,11567,100000.0,2562,4400.0,574000,27200000.0
149,FANA,694,158.3,5048,110000.0,2568,7800.0,68800.0,--
150,CAMAK,522,236.0,15397,123000.0,2602,382.0,186000,18700000.0
151,MRBBOY45,642,172.2,10843,111000.0,2622,861.0,436000,22600000.0
152,NARKUSS_LOL,772,127.2,5536,98200.0,2628,269.0,125000,7880000.0
153,RMCSPORT,913,92.9,147297,84800.0,2637,4400.0,435000,1330000.0
154,MRSAL_59,808,115.6,3181,93400.0,2653,1500.0,46600.0,--
155,RHOBALAS_LOL,698,143.1,10565,99800.0,2707,192.0,233000,19800000.0
156,SAKOR_,709,136.0,14799,96400.0,2744,1200.0,114000,--
157,SIMONPUECH,1556,12.4,4686,19200.0,2745,829.0,55100.0,--
158,BUZZFTN,651,152.2,2308,99100.0,2793,6100.0,39800.0,--
159,FANTABOBSHOW,993,68.2,47353,67700.0,2800,252.0,526000,23700000.0
160,LOUPIOTE3,1283,32.2,24225,41300.0,2802,1400.0,93700.0,453000
161,DRUNGE_,376,326.3,2468,123000.0,2825,777.0,48900.0,4960000.0
162,HARUSKID9,1408,19.2,7751,26900.0,2858,145.0,10700.0,--
163,FITZADRI,897,81.4,11251,73000.0,2866,996.0,58000.0,526000
164,HEYAR,701,129.0,3001,90400.0,2880,124.0,153000,17200000.0
165,FEMIMARSS,771,106.7,11185,82200.0,2920,1300.0,156000,889000
166,SAMIAALPHA,390,298.8,4633,116000.0,2931,13400.0,80600.0,--
167,TAYOH_,1034,55.4,6748,57300.0,2937,836.0,16700.0,--
168,MICODE,1506,7.3,9114,11000.0,2991,737.0,112000,761000
169,PONEEEYCLUB,724,113.0,4208,81800.0,2997,578.0,27600.0,--
170,AIEKILLU,623,144.7,56190,90100.0,3016,609.0,774000,34800000.0
171,FAKEMONSTER,608,150.5,15404,91500.0,3017,291.0,218000,3910000.0
172,HAMZAKERDALOCO,683,123.3,4482,84300.0,3031,3700.0,48400.0,--
173,BICHARD,962,59.6,27735,57300.0,3069,146.0,160000,2360000.0
174,SNAYZY,1059,45.6,8955,48300.0,3074,3400.0,174000,1120000.0
175,COCOTTEE_,1031,49.1,6334,50700.0,3082,15400.0,332000,410000
176,FURAX22,686,118.5,6176,81300.0,3098,5000.0,90900.0,--
177,NAZAOFFICIELL,1441,8.0,2985,11600.0,3122,8400.0,56900.0,381000
178,LEGE,364,300.7,7081,110000.0,3125,451.0,74000.0,5380000.0
179,MOMAN,509,188.1,162696,95800.0,3135,354.0,530000,37000000.0
180,JULGANE,790,88.2,5105,69600.0,3147,4900.0,182000,352000
181,LU_K,859,73.0,5668,62700.0,3159,1500.0,112000,--
182,SACKZI,494,194.1,19097,95800.0,3160,28.0,498000,9030000.0
183,GRIMKUJOW,920,61.8,52860,56800.0,3167,1800.0,277000,404000
184,ERASTEM,809,82.8,5307,67000.0,3168,6700.0,48700.0,--
185,POKO,605,140.2,7501,84800.0,3182,1300.0,179000,4160000.0
186,HAYNETV,629,130.0,1692,81700.0,3214,229.0,8200.0,401000
187,WINAMAXSPORT,564,153.8,10252,86800.0,3231,1000.0,37900.0,60900000.0
188,TVSHOW95,605,137.0,1186,82900.0,3235,4300.0,7500.0,--
189,OPCROTTE,909,60.2,7153,54700.0,3243,425.0,67800.0,1070000.0
190,TITOUNE,748,91.5,4928,68500.0,3268,5900.0,77700.0,--
191,KENDROBTG,771,83.4,5410,64300.0,3311,1800.0,23100.0,--
192,CRUELLADK,569,143.8,7452,81800.0,3328,197.0,90200.0,8580000.0
193,RYLET_TV,914,54.0,4175,49400.0,3352,2700.0,44700.0,--
194,BLAZX,537,154.4,9633,82900.0,3376,1600.0,241000,3840000.0
195,TWIKS,499,173.0,2280,86300.0,3377,557.0,89900.0,--
196,JIMMYBOYYY,411,225.4,4185,92500.0,3419,761.0,137000,3190000.0
197,NIKOS,519,159.2,6189,82600.0,3421,2100.0,55600.0,--
198,HUMILITY,1017,35.5,26109,36100.0,3452,81.0,189000,6400000.0
199,RADOSIN,1186,16.8,3039,20000.0,3472,2200.0,38900.0,--
200,SHINII,726,84.3,3632,61200.0,3493,939.0,80900.0,1310000.0
201,GIUS,500,162.3,16225,81100.0,3507,204.0,165000,19000000.0
202,SOUTH_PARK_LIVE,701,88.8,3937,62200.0,3532,8300.0,8400.0,--
203,DOKHY,542,139.9,7746,75700.0,3557,323.0,26500.0,--
204,MARCO,478,169.7,4227,81100.0,3569,142.0,47300.0,3770000.0
205,CYPRIENLIVE,1090,23.1,6985,25200.0,3579,6600.0,273000,1070000.0
206,CHINOIR,558,131.1,2578,73200.0,3589,1600.0,95900.0,429000
207,LAFABRIQUEAUTO,1248,7.9,1915,9900.0,3604,806.0,40700.0,--
208,PROZE,601,113.3,11117,68100.0,3627,3300.0,288000,2890000.0
209,FORSA,560,126.5,9674,70800.0,3664,652.0,27900.0,437000
210,HUGOAUPERCHOIR,529,139.2,2778,73600.0,3665,2000.0,8500.0,--
211,KOUMOO,740,71.9,13100,53200.0,3712,290.0,236000,1490000.0
212,FATIIIIH,500,149.0,21858,74500.0,3725,1100.0,73000.0,864000
213,FAIRYPEAK,699,80.5,19299,56200.0,3730,567.0,311000,4170000.0
214,DAVDUF,772,63.6,7019,49100.0,3743,1500.0,36600.0,--
215,JOHNJOTV,677,85.1,6932,57700.0,3746,893.0,47400.0,624000
216,ADZTV,198,510.9,17925,101000.0,3752,100.0,578000,14900000.0
217,CHIPSETTE_FR,486,153.1,2750,74400.0,3773,1100.0,65200.0,1150000.0
218,JEELTV,1210,6.8,59886,8200.0,3782,469.0,657000,30100000.0
219,PWNZ_,662,87.5,20535,57900.0,3789,133.0,107000,17000000.0
220,NATANK1WNL,955,31.9,7441,30400.0,3827,1900.0,79000.0,--
221,MAWKZY_,761,62.8,25197,47800.0,3837,2700.0,201000,359000
222,BIBIXHD,467,158.0,7379,73800.0,3860,21.0,222000,19500000.0
223,DOGADPRIME,590,105.0,5905,62000.0,3881,2600.0,49000.0,--
224,OGKROMA,594,103.8,2695,61600.0,3883,987.0,4600.0,--
225,IKONEEC,357,232.8,1450,83000.0,3887,250.0,17700.0,755000
226,ZAARDOZ,488,145.2,10524,70800.0,3896,8000.0,48700.0,1510000.0
227,ANAEE,565,111.0,4316,62700.0,3933,1700.0,83300.0,457000
228,MOUFFETTE_,791,53.3,1766,42200.0,3935,1500.0,12300.0,--
229,NAEVUIS,528,124.7,2374,65900.0,3947,101.0,21200.0,943000
230,ASPIG,484,144.3,3674,69800.0,3950,278.0,38300.0,340000
231,TRINITY,980,25.2,11752,24600.0,3952,28.0,209000,13800000.0
232,PASCONTENTTV,1124,9.5,5999,10600.0,3983,269.0,47300.0,--
233,MRS_SWEETNESS,490,139.0,709,68000.0,3993,228.0,12900.0,--
234,REVENJA_FN,241,375.3,2045,90400.0,4002,3400.0,81400.0,607000
235,KAFFWORLD,653,80.0,6155,52200.0,4023,319.0,112000,1790000.0
236,SIEURPC,862,38.1,3268,32900.0,4038,214.0,35900.0,988000
237,LEBOUSEUH,1113,8.9,315018,9900.0,4043,189.0,2089999.9999999998,29700000.0
238,FUURY_OFF,725,61.1,17255,44200.0,4081,253.0,319000,3500000.0
239,EMMODEM,628,84.1,1644,52800.0,4100,3500.0,6300.0,--
240,SHYROBOY,437,160.2,2430,70000.0,4108,623.0,70700.0,371000
241,WEAZELNEWS_BAYLIFE,897,31.1,1742,27900.0,4116,71.0,4200.0,555000
242,KHADIM,380,195.1,7419,74100.0,4151,1900.0,101000,558000
243,OGN_EMPIRES,411,172.7,3070,71100.0,4160,81.0,32500.0,2820000.0
244,BULLEDOP,478,135.5,10585,64700.0,4169,247.0,30400.0,2990000.0
245,MICKALOW,479,134.9,37872,64599.99999999999,4170,328.0,1160000.0,31300000.0
246,KALEEVISION,541,108.6,2476,58800.0,4181,662.0,13300.0,--
247,GARRYSCHOOL,909,27.7,11167,25200.0,4187,489.0,303000,6160000.0
248,BOBLEGOB,599,87.3,5501,52300.0,4228,1600.0,182000,20800000.0
249,DEVEEN9,1068,8.7,2499,9300.0,4241,3100.0,16400.0,--
250,CLARA_DOXAL,607,83.9,16603,50900.0,4253,1800.0,92800.0,2350000.0
251,EWC_CS_FR,777,45.3,5085,35200.0,4262,1800.0,1900.0,--
252,ACHILLEFPS,436,152.1,1475,66300.0,4267,413.0,53300.0,1610000.0
253,BAYONETTA_TV,1025,12.0,7997,12300.0,4285,596.0,584000,7080000.0
254,RAGEVL_,446,144.9,4793,64599.99999999999,4298,5000.0,61500.0,--
255,FLOKITO_,624,75.0,3992,46800.0,4355,2300.0,79700.0,--
256,BOTKZ,572,89.2,3850,51000.0,4380,2000.0,50400.0,787000
257,SUNDAE,470,126.9,5437,59600.0,4411,1200.0,68600.0,394000
258,ZE1SH,1044,7.1,6892,7400.0,4416,232.0,36300.0,--
259,CHARLES,344,206.7,4007,71100.0,4417,759.0,21700.0,--
260,PANDORELOL,1009,10.3,4158,10400.0,4422,13.0,96500.0,1320000.0
261,FR_YAGAMI,765,42.5,4131,32500.0,4425,605.0,7500.0,--
262,NOKAPT,602,78.8,13811,47400.0,4427,266.0,92200.0,1270000.0
263,BLAIZE,594,80.3,4064,47700.0,4447,3900.0,89700.0,--
264,SORA,931,18.0,8748,16700.0,4455,4600.0,346000,1750000.0
265,SOUENITO,820,32.6,5840,26700.0,4460,4600.0,370000,--
266,MYWTHEKING,554,90.8,13564,50300.0,4489,51.0,91600.0,3550000.0
267,FARODGAMES,674,58.3,6461,39300.0,4496,970.0,264000,2430000.0
268,STYROSTV,447,132.6,2804,59300.0,4527,1500.0,37800.0,584000
269,DAHMIEN7,446,131.5,4846,58600.0,4555,27.0,105000,12300000.0
270,PASDEBOL_TFT,849,25.5,8396,21700.0,4578,43.0,60000.0,1120000.0
271,GASPARD_TV,584,78.3,2290,45700.0,4581,332.0,17300.0,--
272,AT0MIUM,819,29.2,9163,23900.0,4607,421.0,173000,15400000.0
273,LAMHUA,646,60.7,7049,39200.0,4633,960.0,30800.0,--
274,MAXILDAN,541,89.7,10627,48500.0,4640,707.0,72000.0,1170000.0
275,CITRONVIOLET,403,151.4,4059,61000.0,4644,715.0,21100.0,--
276,BONNEHDTV,540,89.7,2138,48400.0,4655,1700.0,1700.0,--
277,SAPEUH,500,103.1,4441,51500.0,4676,364.0,83100.0,2870000.0
278,MALCOLM_FHD,649,58.1,2345,37700.0,4688,3600.0,3600.0,--
279,NOEMIESTINGUETTE,859,21.5,7908,18500.0,4694,598.0,83000.0,--
280,NATEOS,476,111.2,17368,53000.0,4714,222.0,286000,8470000.0
281,L3SCOCO,791,30.6,6083,24200.0,4723,412.0,21000.0,--
282,JULIETTEARZ,405,146.4,26932,59200.0,4726,600.0,324000,12200000.0
283,MRTIBOUTE,684,49.4,1552,33800.0,4731,521.0,28800.0,--
284,FEKAH_,849,21.8,9061,18500.0,4744,97.0,112000,4059999.9999999995
285,EMXXRRR,481,107.8,11660,51900.0,4748,718.0,281000,1840000.0
286,FRANCERUGBY,976,7.0,9801,6800.0,4750,573.0,47200.0,--
287,KARSSI,368,166.0,2042,61100.0,4800,570.0,8700.0,--
288,STUNDZOW,649,54.6,2858,35400.0,4812,14600.0,189000,--
289,ELIANVENTRE,724,39.4,3141,28600.0,4813,4600.0,71100.0,--
290,ANAISMRN,456,115.8,8422,52800.0,4818,187.0,99000.0,925000
291,MONODIE,363,168.5,4926,61200.0,4824,6700.0,41400.0,1700000.0
292,WINAMAX,256,275.2,6014,70400.0,4853,248.0,61600.0,29800000.0
293,MANONOLITA,329,193.9,798,63700.0,4858,2200.0,45800.0,964000
294,MELCHIOR,686,44.8,6156,30700.0,4882,878.0,183000,1330000.0
295,CATBOAT,451,114.7,673,51800.0,4904,2300.0,14200.0,--
296,MISTAHCRIMSON,662,49.1,3038,32500.0,4908,476.0,20700.0,--
297,THEORUS_,662,47.7,19199,31600.0,4960,1100.0,79400.0,--
298,WY6F,356,166.2,755,59200.0,4974,110000.0,381000,--
299,LEPOTOMAT,348,171.7,757,59700.0,4987,202.0,18200.0,--
300,MODIIIE,510,88.1,5319,44900.0,4988,1500.0,55100.0,2270000.0
301,AIOLA,281,229.9,3180,64599.99999999999,5051,222.0,28300.0,1810000.0
302,ANAS_OFF,552,72.1,21120,39800.0,5064,6600.0,965000,10900000.0
303,LUUXIA,269,243.0,5534,65500.0,5070,154.0,40000.0,1640000.0
304,STREY_LOL,435,115.8,3799,50300.0,5074,633.0,57600.0,--
305,KRAYN_LIVE,512,84.1,7681,43100.0,5081,53.0,134000,18100000.0
306,ALOONEA,458,104.4,3092,47800.0,5102,1600.0,107000,1570000.0
307,THEHOLOMOVEMENT,404,130.2,5908,52600.0,5108,1300.0,41100.0,859000
308,NINISTE,513,82.8,3827,42400.0,5117,673.0,17400.0,--
309,CLEMENT_TTT,446,107.1,1893,47800.0,5172,2000.0,95600.0,--
310,LEXITVZ,379,142.0,2829,53800.0,5175,25.0,14400.0,434000
311,ILIESOMG,540,72.1,3178,38900.0,5186,2100.0,9100.0,--
312,WATI,441,108.7,6100,47900.0,5188,1200.0,68300.0,--
313,MORRIGH4N,289,212.6,1673,61300.0,5208,997.0,56700.0,2150000.0
314,OSLO,839,12.8,16102,10800.0,5229,89.0,226000,4019999.9999999995
315,OONOLIVE,539,70.4,7500,37900.0,5239,87.0,104000,12000000.0
316,DEALJB,425,110.9,2539,47100.0,5310,160.0,80000.0,1720000.0
317,DRAKONY,568,59.0,11731,33500.0,5354,87.0,47100.0,2460000.0
318,AMSLOWTW,478,87.2,3669,41700.0,5355,289.0,149000,2080000.0
319,ANTH0XC0LAB0Y,305,185.8,4800,56700.0,5401,23.0,79100.0,2730000.0
320,BIG_GARCON,229,277.6,939,63600.0,5406,2000.0,2000.0,--
321,AKENOUILLE,273,217.6,1282,59500.0,5412,416.0,24400.0,--
322,DANYCALIGULA,775,17.7,2615,13700.0,5416,919.0,19200.0,--
323,LINEETTE,704,28.6,20439,20100.0,5417,687.0,120000,--
324,MALCOLMALINFINI,574,55.6,2310,31900.0,5420,2300.0,2300.0,--
325,HUZOUNET,395,121.5,4395,48000.0,5435,627.0,93600.0,4900000.0
326,COVFEFE,458,92.0,4942,42100.0,5446,1200.0,16600.0,--
327,SULLY_GAME,370,133.2,2848,49300.0,5497,186.0,10400.0,--
328,MIKOTOXI,278,207.7,1683,57600.0,5499,1300.0,14500.0,538000
329,CHREAK,407,112.7,3938,45800.0,5500,1600.0,43500.0,--
330,KAATSUP,517,69.0,10894,35700.0,5507,3100.0,584000,3940000.0
331,WISETHUG,473,83.1,7326,39300.0,5527,141.0,249000,17200000.0
332,GOLDENNTV,411,109.1,2971,44900.0,5528,21500.0,73900.0,--
333,ALTAIRNATIVE,826,8.6,2470,7100.0,5536,231.0,15100.0,--
334,MEHDIZW,761,17.0,2588,12900.0,5538,47.0,16500.0,--
335,ESKC,427,100.9,6934,43100.0,5549,1200.0,149000,2330000.0
336,PROTEAM,559,55.4,9215,31000.0,5553,104.0,58800.0,3800000.0
337,LEOTHECRACKFN,424,102.1,5020,43300.0,5555,1500.0,103000,--
338,SOUINSANE,746,18.6,8936,13800.0,5560,17.0,72600.0,3090000.0
339,ROMAINJACQUES_,364,111.0,5585,40500.0,6157,3100.0,146000,--
340,FLORAGLD,579,36.0,3650,20800.0,6166,972.0,14300.0,--
341,SANJAY,464,67.0,6250,31100.0,6187,1900.0,129000,--
342,BEHOP_,485,58.5,1438,28400.0,6250,1200.0,3900.0,--
343,ARRETSURIMAGES,751,5.5,1923,4200.0,6254,643.0,11700.0,--
