,name,avg_viewers,time_streamed,all_time_peak_viewers,hours_watched,rank,follower_gained,total_followers,total_views
1047,NUNAKEAU,83,147.7,777,12300.0,18940,235.0,8000.0,--
1048,SIXONEZIL,101,106.3,686,10700.0,18943,137.0,13300.0,--
1049,ALIBERNIER_,134,56.8,584,7600.0,18981,538.0,9600.0,--
1050,ALMYR_RETAKE,180,19.2,1756,3400.0,19004,195.0,40100.0,--
1051,RISITOP,140,50.2,1041,7000.0,19029,183.0,4200.0,--
1052,LAMICHE,77,164.8,844,12700.0,19052,245.0,2800.0,--
1053,ALTIS_PLAY,179,19.1,1465,3400.0,19091,133.0,10100.0,--
1054,CHATONINGAME,122,70.4,2431,8600.0,19152,378.0,12200.0,--
1055,LANTREDUMAITRE,164,28.8,880,4700.0,19176,2000.0,26700.0,--
1056,RAFIZZTV,102,100.5,391,10300.0,19193,72.0,14700.0,--
1057,VALIANTOFFICIAL,154,36.1,1705,5600.0,19224,417.0,4700.0,--
1058,MALCOLM__HD,120,71.3,432,8600.0,19230,329.0,331,--
1059,XXPSYKO17XX,162,29.4,2704,4800.0,19236,250.0,218000,2370000.0
1060,DOLORISIA,78,159.6,2464,12400.0,19243,115.0,6100.0,--
1061,FLUFFY,174,21.2,1331,3700.0,19254,45.0,37300.0,--
1062,MEYABOUH,114,80.0,1175,9100.0,19259,2700.0,6700.0,--
1063,YOKAH,91,122.3,2227,11200.0,19277,399.0,9800.0,--
1064,MACICTV,73,175.4,2380,12800.0,19281,883.0,16900.0,--
1065,PEURLE_OW,123,66.4,1627,8200.0,19342,636.0,57100.0,--
1066,MOUCHOUTV,103,97.6,552,10000.0,19352,1000.0,21800.0,947000
1067,GABRIELGEOO,168,24.5,1480,4100.0,19368,1600.0,9300.0,--
1068,MENDESS8,162,28.8,4897,4700.0,19375,19.0,5600.0,--
1069,ISEDITH,133,54.7,472,7300.0,19377,306.0,6000.0,--
1070,NOBUSPARTAN,83,141.3,5526,11800.0,19419,64.0,72100.0,1530000.0
1071,ZOLTAN,162,28.2,11459,4600.0,19436,36.0,93600.0,17400000.0
1072,MALLOW_N21,55,261.0,462,14300.0,19442,490.0,17600.0,--
1073,SS7EVEN,73,173.4,706,12600.0,19445,91.0,11900.0,301000
1074,KYOJINNN,75,164.4,1994,12400.0,19511,328.0,32299.999999999996,--
1075,MORIK,98,104.8,561,10200.0,19555,25.0,5300.0,--
1076,PRUNEBOURBON,156,31.6,1407,4900.0,19585,265.0,2700.0,--
1077,LE_COIN_DU_PARESSEUX,139,46.3,708,6400.0,19610,533.0,536,--
1078,FCMARSEILLE,177,16.7,1442,3000.0,19618,454.0,14400.0,608000
1079,SOOFIANSOOO,117,72.2,840,8500.0,19622,5000.0,5700.0,--
1080,SKEYMA,185,12.2,3617,2300.0,19625,76.0,95500.0,457000
1081,NIKOTB_,116,73.3,1135,8500.0,19638,202.0,6900.0,--
1082,FLAPIIX,134,51.6,4355,6900.0,19644,376.0,182000,1550000.0
1083,PIXIA,158,29.5,1600,4700.0,19656,503.0,63500.0,380000
1084,IMNEFT,138,46.8,463,6500.0,19668,112.0,2600.0,--
1085,KORIOZ_,179,15.3,1276,2700.0,19669,330.0,4800.0,--
1086,HYTANIE,173,19.1,984,3300.0,19675,613.0,40700.0,--
1087,BAGOUZ,120,67.5,848,8100.0,19680,557.0,10800.0,--
1088,DUM_TRIP,131,54.1,525,7100.0,19682,173.0,3700.0,--
1089,AIMEBAP,165,24.4,1147,4000.0,19700,39.0,24900.0,1570000.0
1090,ALEXIS_KNR,157,30.0,609,4700.0,19708,133.0,58900.0,--
1091,PINKGEEKTV,117,70.9,2013,8300.0,19728,173.0,80400.0,1300000.0
1092,LEOSAMATV,93,113.4,1115,10500.0,19744,592.0,12600.0,--
1093,WANTEDSLOTS,118,69.7,261,8200.0,19747,65.0,4300.0,--
1094,V3LIA_,49,296.7,262,14500.0,19753,582.0,6400.0,--
1095,MITSSURIII,86,129.3,169,11100.0,19768,940.0,5900.0,--
1096,MALCOLM_REDIF,192,7.6,681,1500.0,19772,347.0,409,--
1097,QIKS94,116,71.8,741,8400.0,19805,1200.0,10200.0,--
1098,ECHYR_,96,105.6,921,10100.0,19840,20.0,13000.0,1020000.0
1099,EPICJOYSTICK,99,99.6,668,9800.0,19853,23.0,22500.0,2360000.0
1100,BADMULCH,129,55.1,490,7100.0,19869,260.0,4300.0,--
1101,INFAMETINFIT,174,17.1,394,3000.0,19870,776.0,1600.0,--
1102,OZK_,189,5.6,1800,1100.0,20410,67.0,27000.0,--
1103,EXCELL_TV,94,102.2,271,9600.0,20455,106.0,1300.0,--
1104,ZOMBIESFAKTORY,140,38.4,1407,5400.0,20472,76.0,34800.0,406000
1105,WHITESHARK67,115,65.9,2199,7600.0,20548,41.0,124000,2060000.0
1106,LIGHTNINGENKI,132,45.9,3107,6100.0,20549,64.0,14000.0,--
1107,MALCOLM_SERIETV,175,12.1,581,2100.0,20552,623.0,2200.0,--
1108,IHEEDZ,115,65.6,3175,7500.0,20603,359.0,20100.0,--
1109,RIDA,83,125.5,2099,10500.0,20608,91.0,59400.0,1030000.0
1110,PGMARCO,119,60.1,660,7200.0,20610,44.0,9500.0,--
1111,ELIOTT_DRAGON,128,49.8,1215,6400.0,20645,90.0,13800.0,710000
1112,YOHPA_,186,5.9,1277,1100.0,20648,16.0,5800.0,--
1113,SOUTH_PARK_LIVE_FR,157,23.2,220,3600.0,20682,79.0,87,--
1114,DAIUM_TV,139,37.8,693,5200.0,20690,63.0,10100.0,--
1115,TOKYOSSJ2,79,136.1,153,10800.0,20705,2600.0,3500.0,--
1116,YUN0GAMING,105,79.2,3671,8300.0,20729,146.0,6300.0,--
1117,FLAVIOCEE,65,183.7,255,12000.0,20742,345.0,1400.0,--
1118,CAROTTE_VELUE_,37,386.4,171,14500.0,20817,272.0,992,--
1119,YUNATAHEL,102,83.3,2898,8500.0,20845,66.0,30100.0,678000
1120,ALEXANDRE_KHALDI,137,38.4,7604,5300.0,20847,181.0,18700.0,--
1121,DAIMA0,121,55.3,728,6700.0,20849,548.0,15600.0,--
1122,ROI_LOUIS,119,57.4,2159,6800.0,20895,241.0,61300.0,1390000.0
1123,TARALESMW,130,44.7,217,5800.0,20953,187.0,7600.0,599000
1124,BYTELL2,83,121.5,5451,10100.0,20969,141.0,22800.0,432000
1125,PINGOUIN23,88,109.7,1360,9600.0,20972,27.0,5700.0,--
1126,CYELUU,114,62.8,404,7200.0,21019,3600.0,16900.0,--
1127,DRAKEOZ_,98,87.5,360,8600.0,21053,622.0,934,--
1128,SOL_REROLL,116,55.6,300,6400.0,21601,294.0,706,--
1129,PHINEAS_ET_FERB,145,26.2,181,3800.0,21602,32.0,87,--
1130,CHEZ_IB,161,14.3,11838,2300.0,21611,90.0,18200.0,--
1131,CANADWARCONIX,107,67.4,455,7200.0,21634,656.0,672,--
1132,JYRIO,111,61.7,674,6800.0,21656,43.0,3800.0,--
1133,ILYASLF,63,176.1,4315,11200.0,21666,99.0,3000.0,--
1134,FLASHBACKFA_,98,81.2,2313,8000.0,21703,741.0,29600.0,--
1135,WAZAA_2A,76,130.7,381,9900.0,21708,1100.0,4300.0,--
1136,GOLRIVER_,110,62.6,317,6900.0,21715,259.0,21700.0,--
1137,MIKEDYSON21,119,50.4,818,6000.0,21742,71.0,3200.0,--
1138,WEBTVMARRAKECH,148,22.8,646,3400.0,21746,79.0,3500.0,--
1139,SOUTHPARKFRTV,102,73.3,775,7500.0,21793,987.0,993,--
1140,LESGOULES,83,111.8,964,9200.0,21796,82.0,6200.0,--
1141,JOUEURSANSFROMAGE,66,163.0,521,10800.0,21804,17.0,8000.0,247000
1142,RXNZZO_,89,97.6,789,8600.0,21805,553.0,7500.0,--
1143,TALEICHA,105,68.8,580,7200.0,21806,141.0,3200.0,--
1144,DEVIL,65,166.0,1242,10800.0,21807,139.0,29700.0,1290000.0
1145,JEMCEEE,97,81.4,1218,7900.0,21822,30.0,44000.0,550000
1146,CHEF_JM,115,54.3,3541,6300.0,21825,152.0,9100.0,--
1147,ELCHIKI_COC,174,5.3,2838,930.0,21829,14.0,51800.0,--
1148,KYONOGF,88,99.1,362,8700.0,21876,1200.0,3800.0,--
1149,PIERRELAPIN,152,18.8,1165,2900.0,21886,183.0,22000.0,349000
1150,NKRZ____,93,87.6,126,8200.0,21937,2.0,101,--
1151,FITZOOOUU,68,153.5,161,10400.0,21975,25.0,1800.0,--
1152,CHITAI,77,124.7,1345,9600.0,21986,106.0,11100.0,430000
1153,ONEILUJ,148,21.1,1940,3100.0,22042,1.0,10100.0,750000
1154,RAVENCROSS,120,46.2,678,5600.0,22130,74.0,12400.0,--
1155,BRIQUETTE2LAIT,119,47.6,2373,5600.0,22132,104.0,7000.0,--
1156,PYRO,162,10.7,4594,1700.0,22142,137.0,10900.0,379000
1157,KEUALA,98,76.8,2352,7500.0,22158,407.0,839,--
1158,EKON,141,25.3,8364,3600.0,22194,487.0,26400.0,--
1159,CAPITAINE_ORPHY,107,62.3,224,6700.0,22196,94.0,5100.0,--
1160,SONHEURE,96,79.8,271,7600.0,22203,244.0,1400.0,--
1161,RADIOPAILLETTES,167,7.3,894,1200.0,22227,13.0,7800.0,--
1162,KHOSWAY,133,31.7,506,4200.0,22265,403.0,16700.0,--
1163,RIIZE,97,77.2,2237,7500.0,22295,587.0,24100.0,--
1164,SK_MURPHY,120,44.6,1473,5400.0,22314,760.0,12800.0,--
1165,CHRISTELLELEBAILLYAUTEUR,92,85.8,739,7900.0,22362,147.0,9100.0,--
1166,GENERAL_MASS,108,59.4,359,6400.0,22366,889.0,19900.0,--
1167,MLK__TV,78,117.0,801,9100.0,22389,848.0,9900.0,--
1168,NIA_C,129,34.6,459,4400.0,22397,4.0,2600.0,--
1169,GILLOUGR7,108,59.3,882,6400.0,22403,426.0,6900.0,--
1170,GALDRAKAARL,83,104.0,359,8600.0,22407,48.0,2900.0,--
1171,RAUMANE,96,77.4,4434,7500.0,22432,202.0,21600.0,--
1172,KAROVIPER,137,27.3,1914,3700.0,22443,42.0,6700.0,--
1173,AYO_CORALIE,148,18.2,537,2700.0,22513,391.0,11000.0,--
1174,HYCARIUS,150,16.7,5886,2500.0,22524,8.0,21500.0,1260000.0
1175,LILASAM,81,108.0,1088,8700.0,22532,451.0,4900.0,--
1176,IAMQUEENZAK,107,59.3,193,6400.0,22547,1100.0,2400.0,--
1177,IKERTTVV,61,173.9,366,10500.0,22549,457.0,43500.0,1480000.0
1178,T0ONS76,62,168.4,172,10500.0,22556,189.0,1300.0,--
1179,LINONO,107,59.3,514,6300.0,22564,49.0,9100.0,288000
1180,COCONUTSID,87,94.2,932,8200.0,22579,115.0,11700.0,--
1181,SEYYTOFN,141,23.2,2401,3300.0,22585,591.0,15000.0,--
1182,WEENZLY,81,107.4,1237,8700.0,22593,211.0,73100.0,--
1183,LAPRALINE_TDZ,98,72.7,171,7100.0,22649,168.0,2300.0,--
1184,EL_GRAN_BOA,118,44.0,1511,5200.0,22674,66.0,8600.0,487000
1185,LAUWINY,117,45.3,935,5300.0,22748,134.0,12900.0,--
1186,TERRYCOCO,125,36.2,1914,4500.0,22769,209.0,11700.0,--
1187,OGERU,82,103.2,297,8500.0,22792,89.0,2700.0,--
1188,KAMITHEKID,76,118.6,1064,9000.0,22794,90.0,6900.0,--
1189,DICOMANIAQUE,75,119.7,3687,9000.0,22842,32.0,15800.0,4530000.0
1190,PUNCHY_FPS,77,115.0,6462,8800.0,22865,83.0,7500.0,--
1191,PTITETANNANTE,120,40.9,733,4900.0,22868,138.0,4900.0,--
1192,WORLD_OF_WARSHIPS_FR,108,55.2,878,5900.0,22923,84.0,19500.0,1390000.0
1193,DRFRENESY,95,75.2,667,7200.0,22926,225.0,6300.0,--
1194,SHARKKLOL,73,125.6,2473,9100.0,22927,75.0,11600.0,--
1195,DIGITALIMAGE35,116,44.2,213,5100.0,22993,184.0,210,--
1196,NELOOOO,103,61.6,5229,6300.0,23005,168.0,22100.0,--
1197,KATSUKY_,67,144.2,455,9700.0,23021,1000.0,20300.0,--
1198,AGORANARCHIE,102,63.5,422,6500.0,23037,549.0,3800.0,--
1199,EXLELITE,71,128.9,4031,9200.0,23070,77.0,53300.0,3820000.0
1200,MOWRAA,104,59.6,4164,6200.0,23087,58.0,41300.0,--
1201,LAPETITEEQUIPE,80,105.1,551,8400.0,23132,119.0,11100.0,--
1202,HASSOU,79,107.6,1473,8500.0,23135,90.0,7300.0,--
1203,SLUDEINA,78,109.9,2742,8500.0,23136,76.0,84400.0,1450000.0
1204,MONSIEURBOLET,72,125.6,889,9000.0,23156,61.0,2000.0,--
1205,EVAN91380,121,37.9,612,4600.0,23192,102.0,2100.0,--
1206,EVA_FRANCE,159,7.1,598,1100.0,23198,73.0,4500.0,--
1207,S73LEOUF,153,10.8,440,1700.0,23203,849.0,18300.0,--
1208,KINGZZV2,46,250.3,257,11400.0,23207,2400.0,5100.0,--
1209,HARIPEAR,88,85.4,602,7500.0,23226,47.0,36300.0,603000
1210,MAITRELEEE,69,134.7,251,9300.0,23234,54.0,7200.0,--
1211,M0RALES,82,98.9,241,8100.0,23241,13.0,3300.0,--
1212,FALKALIVE,89,83.2,7442,7400.0,23263,247.0,106000,353000
1213,ROFELLOS,127,31.2,1836,4000.0,23292,52.0,12100.0,--
1214,LE_RADIS_IRRADIE,159,6.4,2181,1000.0,23309,5.0,24900.0,--
1215,KEOLAKUMANEKO,82,98.0,196,8000.0,23344,242.0,2800.0,--
1216,LUEURNOCTURNE,77,109.8,142,8500.0,23361,814.0,1500.0,--
1217,PROYAKUZA,74,117.2,662,8700.0,23400,183.0,7200.0,--
1218,OMEEGA_TV,103,58.1,1723,6000.0,23476,981.0,18900.0,--
1219,GANGINHO_,106,54.0,1093,5700.0,23493,525.0,6000.0,--
1220,LINKSTS,151,10.3,528,1600.0,23543,221.0,35200.0,243000
1221,ALEAPLUS,142,16.9,4490,2400.0,23553,114.0,7200.0,--
1222,HADESSREX,49,223.2,110,10900.0,23563,64.0,3700.0,--
1223,LAKAHT,60,163.7,578,9800.0,23566,484.0,4200.0,--
1224,BEJITO,87,84.0,474,7300.0,23638,13.0,5900.0,593000
1225,SAAXQI,58,171.3,1878,10000.0,23659,405.0,20000.0,--
1226,HARI_LIVE,123,33.0,2553,4100.0,23697,32.0,62000.0,1510000.0
1227,BIGBADHATER_FR,115,40.8,4426,4700.0,23717,25.0,27100.0,522000
1228,RYOSAEBATV,40,282.7,123,11400.0,23789,387.0,741,--
1229,BAARCAFUT,76,107.9,2814,8200.0,23793,360.0,8600.0,--
1230,SHAUNLFV,87,82.8,248,7200.0,23799,232.0,8600.0,--
1231,TOXIDIUS78,92,73.1,284,6700.0,23819,305.0,6500.0,--
1232,GILLES_STELLA,151,9.2,1951,1400.0,23829,5.0,21400.0,--
1233,REK0NE,95,67.8,3821,6400.0,23843,472.0,18500.0,497000
1234,HOTTESSE,74,112.2,619,8300.0,23905,126.0,3800.0,--
1235,ASUTV,85,85.7,366,7300.0,23917,121.0,11600.0,--
1236,CRAPOUYO,62,151.4,582,9300.0,23954,63.0,5100.0,--
1237,NYOARCHIVES,152,7.5,15780,1100.0,23959,50.0,47200.0,930000
1238,YOHRENTV,49,216.0,668,10500.0,23992,101.0,1200.0,--
1239,ROIMAKA00,101,56.8,3218,5700.0,23995,517.0,8400.0,--
1240,MEDETPAVLY,114,40.0,2166,4600.0,24001,79.0,9100.0,--
1241,ENEMYN1,59,162.3,920,9600.0,24008,213.0,16500.0,--
1242,AAYLEY,116,38.0,8405,4400.0,24014,87.0,80300.0,3260000.0
1243,MICKAEL66FR,82,90.5,343,7400.0,24088,32.0,4400.0,--
1244,IKATV,94,67.4,7299,6300.0,24089,247.0,63400.0,1370000.0
1245,NARCKEZ,50,205.5,1636,10300.0,24091,250.0,1800.0,--
1246,DEMONIIOTV,43,252.7,278,11000.0,24100,675.0,9100.0,--
1247,SOSERIOUS35,52,193.1,120,10100.0,24102,1100.0,2400.0,--
1248,NEVROZE,67,130.3,1226,8800.0,24112,1.0,10600.0,--
1249,LENOPHIE,131,22.2,411,2900.0,24123,212.0,2300.0,--
1250,EVABOREAL,105,50.3,9896,5300.0,24168,382.0,3400.0,--
1251,JON__S,150,7.8,535,1200.0,24203,135.0,337,--
1252,MISTERRESERVOIRDOGS,42,261.9,1437,11000.0,24216,105.0,4500.0,--
1253,NIHIILTV,114,39.0,1174,4400.0,24231,85.0,7700.0,--
1254,DAVID_KYDEN,88,77.0,304,6800.0,24232,80.0,3500.0,--
1255,NOKSS68,69,123.1,8372,8500.0,24236,256.0,202000,8530000.0
1256,EXYT_LOL,51,198.5,840,10100.0,24237,382.0,11400.0,--
1257,DJOULA,32,365.3,170,11800.0,24239,467.0,2300.0,--
1258,BULLEDEVANILLE,74,107.3,232,8000.0,24318,105.0,3500.0,--
1259,FREDLYONFR,62,145.2,166,9000.0,24324,90.0,3400.0,--
1260,KTV_FR,122,29.2,4107,3600.0,24360,32.0,22600.0,1240000.0
1261,BACA94,127,24.7,317,3100.0,24374,683.0,23300.0,--
1262,LORD_LUSTY,144,10.3,502,1500.0,24416,32.0,13300.0,--
1263,CLICKFPS_,97,59.5,691,5800.0,24418,285.0,42900.0,536000
1264,SOURISTARTV,60,153.6,307,9200.0,24444,199.0,2400.0,--
1265,STAAAAQ,67,126.4,695,8500.0,24447,99.0,5800.0,--
1266,K4BRONE,36,310.5,5632,11300.0,24466,11.0,40500.0,619000
1267,BOBYSIXKILLERTV,149,6.7,260,994.0,24474,16.0,198,--
1268,FROGGEDTV,74,105.9,14675,7800.0,24502,19.0,53600.0,38700000.0
1269,MEWSTELLE,106,46.3,1773,4900.0,24528,106.0,10300.0,--
1270,ALEXISSKII,146,8.9,1206,1300.0,24529,544.0,25400.0,--
1271,ELNAIIMOO,151,5.6,485,847.0,24540,87.0,217,--
1272,ATOWWWWW,113,37.4,15462,4200.0,24553,374.0,31900.0,--
1273,KYNER__,69,119.1,312,8200.0,24579,256.0,3400.0,--
1274,SHUBBLEY,74,104.6,398,7700.0,24590,1200.0,25700.0,--
1275,ROKNAR,133,17.9,6755,2400.0,24636,9.0,105000,2020000.0
1276,YAKUZA,99,55.4,1363,5500.0,24641,220.0,15200.0,--
1277,OLUNYIA,127,22.9,1315,2900.0,24677,92.0,2700.0,--
1278,SUNNYYDLIVE,127,23.0,3120,2900.0,24682,53.0,4000.0,--
1279,ZCO666,44,237.9,414,10400.0,24743,53.0,11100.0,420000
1280,YANTHERIAULT,147,6.9,396,1000.0,24778,19.0,8800.0,--
1281,SER_ON_I,19,667.2,187,12600.0,24801,11.0,622,--
1282,LECHAIB,141,10.4,717,1500.0,24827,107.0,243,--
1283,CATCHNEWZ,128,20.8,2191,2700.0,24869,123.0,11600.0,2160000.0
1284,JETIX,77,95.0,1411,7300.0,24901,529.0,11300.0,--
1285,JSAI_,40,264.6,98,10600.0,24934,139.0,1600.0,--
1286,NCOMMENICO,58,155.2,1296,9000.0,24936,79.0,8000.0,--
1287,MAGMAB0YS,141,10.2,141,1400.0,24946,0.0,18,--
1288,UNMONDEDEJEUX,130,18.8,1002,2400.0,24974,57.0,6300.0,--
1289,INFOREA,116,31.7,4452,3700.0,24984,96.0,10500.0,--
1290,BFYUMYX,54,173.3,313,9300.0,24985,1300.0,3800.0,--
1291,NORIANNE_TV,78,91.5,175,7100.0,25003,681.0,6900.0,--
1292,BARBENOIRE__00,81,84.8,1147,6800.0,25021,1300.0,3400.0,--
1293,RIAZ_GAMING,120,27.1,665,3300.0,25034,605.0,23900.0,--
1294,STANPELLY,58,151.9,3638,8900.0,25038,212.0,8300.0,--
1295,LAUGHTEDTWO,119,28.2,851,3400.0,25072,97.0,46800.0,392000
1296,ENFRANCAISDANSLETEXTE,39,269.7,163,10600.0,25086,93.0,9700.0,--
1297,MADAMEZOUM,120,27.0,1945,3200.0,25173,42.0,74200.0,882000
1298,SYMBABOUET,128,19.0,986,2400.0,25176,55.0,12000.0,436000
1299,THESNIPER_AOE,134,14.2,1748,1900.0,25210,7.0,20400.0,1440000.0
1300,5DCASTER,113,33.8,3335,3800.0,25214,107.0,4600.0,--
1301,SHADOWOFLIGHT69,70,109.9,2124,7700.0,25217,132.0,4700.0,--
1302,D4PETITBAT,37,290.0,115,10700.0,25222,188.0,1200.0,--
1303,CELETIK,132,15.4,1213,2000.0,25226,102.0,19700.0,--
1304,ELYTHEE,93,60.1,239,5600.0,25250,136.0,1600.0,--
1305,SCYMIA,57,155.6,296,8900.0,25251,101.0,7800.0,--
1306,LEGUIZ__,133,14.8,733,2000.0,25268,192.0,5700.0,--
1307,FLASHSHAD0W,57,154.6,3113,8800.0,25290,98.0,42700.0,899000
1308,ALAXX37,137,11.0,196,1500.0,25341,911.0,1000.0,--
1309,LILTCHEE,88,68.4,1989,6000.0,25359,310.0,13500.0,--
1310,BYBY_GM,80,84.0,199,6800.0,25366,127.0,2600.0,--
1311,BOWRYDER,123,22.2,571,2700.0,25413,0.0,7800.0,--
1312,YSANGWEN,131,15.4,4562,2000.0,25428,13.0,18400.0,2280000.0
1313,KWEV,100,48.1,7052,4800.0,25429,16.0,14900.0,382000
1314,MONKEY_BEAT,86,71.3,301,6100.0,25464,61.0,1500.0,--
1315,ADELE_TSY,94,57.7,697,5400.0,25472,567.0,6900.0,--
1316,SLBILAL,104,42.8,256,4400.0,25493,269.0,889,--
1317,KOUKILA13,122,23.1,135,2800.0,25497,861.0,2200.0,--
1318,SERGI_STREAM,56,158.3,4011,8800.0,25533,764.0,14100.0,339000
1319,SILENCEONJOUE,143,6.3,2848,896.0,25542,22.0,6000.0,--
1320,ELYHONAIR,100,47.1,190,4700.0,25576,198.0,4700.0,--
1321,DABEARQC,116,28.1,297,3300.0,25578,12.0,2000.0,--
1322,KALYOZ,78,86.0,1813,6700.0,25584,52.0,5900.0,--
1323,SOLKARINE,88,66.0,381,5800.0,25592,174.0,4500.0,--
1324,FANNYFIQUE,103,43.4,1271,4500.0,25607,113.0,7600.0,--
1325,TYFRIENDLYJULIE,97,51.9,400,5000.0,25617,83.0,3100.0,--
1326,CLF_FR,87,67.7,140,5900.0,25619,17.0,2300.0,--
1327,YUNS240,129,16.2,1375,2100.0,25620,192.0,232,--
1328,RODAGADOR,59,142.3,252,8400.0,25659,156.0,3600.0,--
1329,CHAAB,101,45.6,4384,4600.0,25660,0.0,11400.0,256000
1330,NEFERCALI,99,47.5,503,4700.0,25661,84.0,7600.0,--
1331,TURAXYY,115,29.0,481,3300.0,25690,134.0,6200.0,--
1332,MEMEZ94,90,62.2,190,5600.0,25695,2100.0,7900.0,--
1333,VOLLEYACTU,142,5.4,376,765.0,25741,190.0,231,--
1334,BHONO_,51,178.6,277,9000.0,25750,372.0,585,--
1335,OVERMASTERFR,99,47.1,765,4700.0,25792,182.0,23900.0,5720000.0
1336,ADAMOGROSBIG,120,23.2,519,2800.0,25803,33.0,12100.0,--
1337,ARTEMISA,66,115.0,2397,7600.0,25855,191.0,24000.0,--
1338,COFFEE_FR,129,14.6,2255,1900.0,25856,8.0,44700.0,--
1339,DAVIDAS202,58,144.1,1965,8400.0,25864,175.0,1900.0,--
1340,BG_FRANCE_LIGUE,23,506.2,2663,11600.0,25888,206.0,--,--
1341,GUILE,81,77.6,2341,6300.0,25894,20.0,13200.0,691000
1342,PAPAHERO,91,58.9,1919,5400.0,25902,976.0,15800.0,--
1343,EIKAP,114,28.8,3401,3300.0,25908,75.0,24600.0,--
1344,ALICIAFLIPO,130,13.9,1566,1800.0,25920,53.0,8600.0,--
1345,THEMIDNIGHTNATION,85,68.3,182,5800.0,25948,110.0,2400.0,--
1346,YUJINRL,116,26.2,580,3000.0,25984,697.0,1700.0,--
1347,MUKADELAVEGA,70,103.1,300,7200.0,25989,61.0,7000.0,--
1348,MEUMEU03,110,32.5,1564,3600.0,25995,133.0,8200.0,--
1349,JAWEDCS,83,72.6,2653,6000.0,25996,87.0,12300.0,--
1350,NARRUKYA,95,51.9,203,5000.0,26020,159.0,9900.0,--
